-77,-26,-42,-84,-89,-13,-0.0222222,NA,NA,NA,NA,NA,NA,NA,-0.0947619,-0.643651,
-65,-14,-42,-84,-89,-13,-0.0814815,NA,NA,NA,NA,NA,NA,NA,0.345397,-0.00226757,
-53,-2,-42,-84,-89,-13,0.187654,NA,NA,NA,NA,NA,NA,NA,0.259048,0.0368481,
-41,10,-42,-84,-89,-13,-0.208642,NA,NA,NA,NA,NA,NA,NA,0.0263492,0.328798,
-29,22,-42,-84,-89,-13,-0.358025,NA,NA,NA,NA,NA,NA,NA,0.137302,0.102381,
-17,34,-42,-84,-89,-13,-0.269753,NA,NA,NA,NA,NA,NA,NA,0.220476,-0.454082,
-5,46,-42,-84,-89,-13,0.0969136,NA,NA,NA,NA,NA,NA,NA,-0.0790476,-0.251474,
7,58,-42,-84,-89,-13,0.65,NA,NA,NA,NA,NA,NA,NA,-0.184603,-0.59966,
19,70,-42,-84,-89,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0598639,
-77,-26,-39,-81,-89,-13,0.0740741,NA,NA,NA,NA,NA,NA,NA,-0.349048,-0.665533,
-65,-14,-39,-81,-89,-13,-0.368519,NA,NA,NA,NA,NA,NA,NA,0.193016,0.180839,
-53,-2,-39,-81,-89,-13,-0.11358,NA,NA,NA,NA,NA,NA,NA,0.0330159,0.0502268,
-41,10,-39,-81,-89,-13,-0.117901,NA,NA,NA,NA,NA,NA,NA,0.092381,0.0269841,
-29,22,-39,-81,-89,-13,-0.290741,NA,NA,NA,NA,NA,NA,NA,0.324286,0.158163,
-17,34,-39,-81,-89,-13,-0.606173,NA,NA,NA,NA,NA,NA,NA,-0.324444,-0.529705,
-5,46,-39,-81,-89,-13,-0.171605,NA,NA,NA,NA,NA,NA,NA,-0.0753968,-0.318367,
7,58,-39,-81,-89,-13,0.872222,NA,NA,NA,NA,NA,NA,NA,-0.141746,-0.077551,
19,70,-39,-81,-89,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.140023,
-77,-26,-36,-78,-89,-13,0.225309,NA,NA,NA,NA,NA,NA,NA,-0.293492,-0.648186,
-65,-14,-36,-78,-89,-13,-0.159259,NA,NA,NA,NA,NA,NA,NA,-0.467937,-0.132086,
-53,-2,-36,-78,-89,-13,-0.52284,NA,NA,NA,NA,NA,NA,NA,-0.211905,-0.0444444,
-41,10,-36,-78,-89,-13,0.383951,NA,NA,NA,NA,NA,NA,NA,0.38,-0.244558,
-29,22,-36,-78,-89,-13,-0.227778,NA,NA,NA,NA,NA,NA,NA,0.118571,0.104195,
