-70,-21,-73,-107,-76,-6,0.201235,NA,NA,NA,NA,NA,NA,NA,-0.377302,0.0921769,
-58,-9,-73,-107,-76,-6,0.507407,NA,NA,NA,NA,NA,NA,NA,-0.139206,0.211224,
-46,3,-73,-107,-76,-6,0.561728,NA,NA,NA,NA,NA,NA,NA,0.152698,0.0748299,
-34,15,-73,-107,-76,-6,0.0462963,NA,NA,NA,NA,NA,NA,NA,-0.61,0.243537,
-22,27,-73,-107,-76,-6,-0.161728,NA,NA,NA,NA,NA,NA,NA,-0.47746,0.490136,
-10,39,-73,-107,-76,-6,-0.449383,NA,NA,NA,NA,NA,NA,NA,0.0485714,0.123356,
2,51,-73,-107,-76,-6,0.216049,NA,NA,NA,NA,NA,NA,NA,-0.0292063,-0.405782,
14,63,-73,-107,-76,-6,0.585802,NA,NA,NA,NA,NA,NA,NA,0.702381,-0.235034,
26,75,-73,-107,-76,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288662,
-70,-21,-70,-104,-76,-6,-0.101235,NA,NA,NA,NA,NA,NA,NA,-1.1581,-0.0704082,
-58,-9,-70,-104,-76,-6,0.726543,NA,NA,NA,NA,NA,NA,NA,-0.240794,-0.00952381,
-46,3,-70,-104,-76,-6,0.412963,NA,NA,NA,NA,NA,NA,NA,0.05,-0.019161,
-34,15,-70,-104,-76,-6,0.0771605,NA,NA,NA,NA,NA,NA,NA,-0.37746,0.0222222,
-22,27,-70,-104,-76,-6,-0.438272,NA,NA,NA,NA,NA,NA,NA,-0.316032,0.648186,
-10,39,-70,-104,-76,-6,-0.288272,NA,NA,NA,NA,NA,NA,NA,-0.254921,0.67517,
2,51,-70,-104,-76,-6,0.391358,NA,NA,NA,NA,NA,NA,NA,-0.0677778,0.0208617,
14,63,-70,-104,-76,-6,0.187654,NA,NA,NA,NA,NA,NA,NA,0.304762,0.447392,
26,75,-70,-104,-76,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606803,
-70,-21,-67,-101,-76,-6,-0.114815,NA,NA,NA,NA,NA,NA,NA,-0.66381,0.0726757,
-58,-9,-67,-101,-76,-6,0.487654,NA,NA,NA,NA,NA,NA,NA,-0.61746,0.018254,
-46,3,-67,-101,-76,-6,0.182716,NA,NA,NA,NA,NA,NA,NA,-0.343968,-0.133787,
-34,15,-67,-101,-76,-6,0.0395062,NA,NA,NA,NA,NA,NA,NA,-0.00333333,0.071542,
-22,27,-67,-101,-76,-6,-0.218519,NA,NA,NA,NA,NA,NA,NA,-0.210635,0.363265,
-10,39,-67,-101,-76,-6,-0.107407,NA,NA,NA,NA,NA,NA,NA,-0.292698,0.750227,
2,51,-67,-101,-76,-6,0.637037,NA,NA,NA,NA,NA,NA,NA,-0.47873,-0.133787,
14,63,-67,-101,-76,-6,0.217901,NA,NA,NA,NA,NA,NA,NA,0.241746,0.647506,
26,75,-67,-101,-76,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.406576,
-70,-21,-64,-98,-76,-6,-0.279012,NA,NA,NA,NA,NA,NA,NA,-0.371429,0.313152,
-58,-9,-64,-98,-76,-6,0.216049,NA,NA,NA,NA,NA,NA,NA,-0.532857,0.206009,
-46,3,-64,-98,-76,-6,0.0839506,NA,NA,NA,NA,NA,NA,NA,-0.529683,0.174603,
-34,15,-64,-98,-76,-6,-0.0438272,NA,NA,NA,NA,NA,NA,NA,-0.300952,-0.0856009,
-22,27,-64,-98,-76,-6,-0.0123457,NA,NA,NA,NA,NA,NA,NA,-0.0607937,0.203628,
-10,39,-64,-98,-76,-6,-0.204321,NA,NA,NA,NA,NA,NA,NA,-0.472063,0.825057,
2,51,-64,-98,-76,-6,0.148765,NA,NA,NA,NA,NA,NA,NA,-0.39127,0.0248299,
14,63,-64,-98,-76,-6,0.556173,NA,NA,NA,NA,NA,NA,NA,0.0785714,0.428345,
26,75,-64,-98,-76,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547279,
-70,-21,-61,-95,-76,-6,-0.348148,NA,NA,NA,NA,NA,NA,NA,-0.730635,0.506576,
-58,-9,-61,-95,-76,-6,-0.00864198,NA,NA,NA,NA,NA,NA,NA,-0.462222,0.2839,
-46,3,-61,-95,-76,-6,-0.0197531,NA,NA,NA,NA,NA,NA,NA,-0.329841,0.427324,
-34,15,-61,-95,-76,-6,-0.143827,NA,NA,NA,NA,NA,NA,NA,0.11873,0.139569,
-22,27,-61,-95,-76,-6,0.138272,NA,NA,NA,NA,NA,NA,NA,0.184762,0.134921,
-10,39,-61,-95,-76,-6,-0.487654,NA,NA,NA,NA,NA,NA,NA,-1.11952,0.356009,
2,51,-61,-95,-76,-6,-0.366049,NA,NA,NA,NA,NA,NA,NA,0.0544444,0.278118,
14,63,-61,-95,-76,-6,0.455556,NA,NA,NA,NA,NA,NA,NA,-0.824444,-0.396825,
26,75,-61,-95,-76,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1178,
-70,-21,-58,-92,-76,-6,-0.540123,NA,NA,NA,NA,NA,NA,NA,-0.530952,0.57585,
-58,-9,-58,-92,-76,-6,-0.0703704,NA,NA,NA,NA,NA,NA,NA,-0.100317,0.466327,
-46,3,-58,-92,-76,-6,-0.0537037,NA,NA,NA,NA,NA,NA,NA,-0.0990476,0.495578,
-34,15,-58,-92,-76,-6,-0.259877,NA,NA,NA,NA,NA,NA,NA,-0.259206,0.25,
-22,27,-58,-92,-76,-6,0.147531,NA,NA,NA,NA,NA,NA,NA,0.216349,0.102948,
-10,39,-58,-92,-76,-6,-0.472222,NA,NA,NA,NA,NA,NA,NA,-0.950794,-0.102608,
2,51,-58,-92,-76,-6,-0.976543,NA,NA,NA,NA,NA,NA,NA,-0.569524,0.965079,
14,63,-58,-92,-76,-6,0.846914,NA,NA,NA,NA,NA,NA,NA,-0.360794,-0.000226757,
26,75,-58,-92,-76,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.129932,
-70,-21,-55,-89,-76,-6,-0.38642,NA,NA,NA,NA,NA,NA,NA,-0.476667,0.266327,
-58,-9,-55,-89,-76,-6,0.0685185,NA,NA,NA,NA,NA,NA,NA,0.121111,0.255442,
-46,3,-55,-89,-76,-6,0.0364198,NA,NA,NA,NA,NA,NA,NA,0.0903175,0.123356,
-34,15,-55,-89,-76,-6,-0.204938,NA,NA,NA,NA,NA,NA,NA,0.154286,0.468707,
-22,27,-55,-89,-76,-6,0.12716,NA,NA,NA,NA,NA,NA,NA,0.398254,-0.0210884,
