-148,-54,-74,-170,-468,-30,-0.729012,0.0374603,0.000595238,0.250441,-0.0139834,-0.883135,0.144841,-0.400298,0.371746,-0.130159,
-124,-30,-74,-170,-468,-30,-0.402469,-0.0081746,-0.200198,-0.0132275,0.353741,-0.447024,0.119841,-0.23006,0.146349,0.193424,
-100,-6,-74,-170,-468,-30,-0.698765,-0.957381,-0.119048,0.0723104,0.132842,0.192063,-0.119444,-0.768452,-0.540794,-0.0331066,
-76,18,-74,-170,-468,-30,-0.521605,-0.727937,-0.216865,-0.445326,0.344671,-0.177183,-0.196825,-0.788988,-1.10667,0.42381,
-52,42,-74,-170,-468,-30,-0.32963,-1.00389,-1.53552,-2.61199,0.214286,0.180754,-0.528175,-0.69494,-2.68159,0.360317,
-28,66,-74,-170,-468,-30,-0.162963,0.748651,-0.572024,-1.01235,-0.34486,-1.64266,-0.463095,1.77024,0.61873,2.10159,
-148,-54,-68,-164,-468,-30,-0.964198,0.0669841,0.129762,0.792769,-0.0275888,-0.731151,0.596032,-0.533333,0.679365,-0.0471655,
-124,-30,-68,-164,-468,-30,-0.682716,-0.241667,-0.000198413,0.432099,0.0355253,-0.697421,0.0964286,-0.638988,0.451746,0.0137188,
-100,-6,-68,-164,-468,-30,-0.834568,-0.741825,0.181151,0.0802469,0.125094,0.385913,0.145238,-0.622917,-0.354444,0.195805,
-76,18,-68,-164,-468,-30,-1.30864,-1.01341,-0.303373,-0.208995,0.543273,0.0795635,-0.163889,-1.12738,-1.75127,0.371542,
-52,42,-68,-164,-468,-30,-0.702469,-1.07643,-2.4873,-3.18871,0.207294,0.431151,-0.632937,-0.909524,-2.6554,0.698299,
-28,66,-68,-164,-468,-30,-0.585185,0.85619,-0.267063,-0.313933,-0.134921,-2.13591,-0.521825,2.41607,1.89683,2.75964,
-148,-54,-62,-158,-468,-30,-1.56667,0.231349,0.426786,1.47972,-0.214664,-0.515278,0.629365,-0.871726,0.402698,0.0575964,
-124,-30,-62,-158,-468,-30,-1.33951,-0.504286,0.516071,0.981481,-0.242441,-0.0287698,0.115476,-0.962798,0.246032,-0.0477324,
-100,-6,-62,-158,-468,-30,-1.02099,-0.743968,0.316865,-0.188713,0.548942,-0.230159,0.280952,-0.91369,-0.367619,0.154082,
-76,18,-62,-158,-468,-30,-1.73333,-1.18746,-0.252579,0.0141093,0.556122,0.706151,-0.19881,-1.44702,-1.92127,0.384467,
-52,42,-62,-158,-468,-30,-0.779012,-1.1777,-2.10833,-2.53792,0.24641,0.424206,-0.627381,-1.23899,-1.69365,0.92619,
-28,66,-62,-158,-468,-30,-1.03086,0.705,0.246627,0.178131,0.0289116,-2.48313,-0.577381,2.5131,3.03349,3.15964,
